input_id,frame_id,ts,frame_ts,state,pose_valid,imu_initialized,map_id,reset_epoch,map_create_epoch,map_change_index,big_change_index,context_changed,last_reloc_id,last_init_id,n_kps,n_associated,n_inlier_observed,n_outlier_associated,n_depth_valid,depth_valid_fraction,n_reproj,reproj_median_px,reproj_p90_px,reproj_mean_px,mean_observations,inlier_grid_coverage,is_kf,n_local_mps,n_local_kfs,imu_rotation_residual_rad,imu_dt,imu_interval_valid,track_core_ms,logger_ms,px,py,pz,qx,qy,qz,qw
1213,1213,1413393946.655760288239,1413393946.655760288239,2,1,1,0,0,0,359,2,0,0,-1,1100,358,358,0,888,0.807272727273,358,1.847799315712,3.540240973584,2.072652049372,11.474860335196,0.562500000000,0,4655,36,0.000104148479,0.049999713898,1,7.267024000000,0.105971000000,3.014432907104,0.435938119888,-3.260851860046,0.828473389149,0.040259718895,-0.035162176937,-0.557471752167
1214,1214,1413393946.705760478973,1413393946.705760478973,2,1,1,0,0,0,360,2,0,0,-1,1128,386,386,0,859,0.761524822695,386,1.760685577414,3.693320574961,2.028756702371,10.968911917098,0.520833333333,0,4708,38,nan,nan,0,6.016868000000,0.079003000000,3.021231412888,0.425170660019,-3.267457008362,0.840426743031,0.028335345909,-0.016591416672,-0.540929615498
1215,1215,1413393946.755760431290,1413393946.755760431290,2,1,1,0,0,0,360,2,0,0,-1,1201,739,739,0,863,0.718567860117,739,0.000477675654,2.920497639041,1.010943035302,6.296346414073,0.604166666667,1,4822,38,0.000124703976,0.049999952316,1,8.354842000000,0.121507000000,3.027911901474,0.414261817932,-3.270322322845,0.849062144756,0.016405686736,0.002664628206,-0.528031587601
1216,1216,1413393946.805760622025,1413393946.805760622025,2,1,1,0,0,0,360,2,0,0,-1,1201,416,416,0,845,0.703580349709,416,1.692215989168,3.433536503219,1.957726132938,10.122596153846,0.645833333333,0,5724,47,0.000169814302,0.050000190735,1,7.528566000000,0.104366000000,3.034098386765,0.407799720764,-3.270207643509,0.852919042110,0.002740604104,0.019817370921,-0.521659791470
1217,1217,1413393946.855760335922,1413393946.855760335922,2,1,1,0,0,0,361,2,0,0,-1,1200,575,575,0,594,0.495000000000,575,1.232697089358,3.376903715065,1.427784532978,6.596521739130,0.687500000000,1,5590,43,nan,nan,0,6.416583000000,0.086680000000,3.044501304626,0.405725002289,-3.272516965866,0.852631151676,-0.011317864992,0.034806251526,-0.521229922771
1218,1218,1413393946.905760526657,1413393946.905760526657,2,1,1,0,0,0,361,2,0,0,-1,1186,399,399,0,770,0.649241146712,399,2.045167928437,3.955651459665,2.253741163178,10.032581453634,0.645833333333,0,5590,44,0.000244443770,0.050000190735,1,7.483130000000,0.175891000000,3.048892974854,0.408153533936,-3.267558097839,0.846693217754,-0.025005070493,0.048555310816,-0.529270946980
1219,1219,1413393946.955760478973,1413393946.955760478973,2,1,1,0,0,0,362,2,0,0,-1,1140,657,657,0,744,0.652631578947,657,0.000371262361,3.370818923785,1.179374687687,5.372907153729,0.583333333333,1,5734,47,nan,nan,0,7.773448000000,0.111805000000,3.051153421402,0.409710407257,-3.263327121735,0.834694206715,-0.038791257888,0.060834866017,-0.545967042446
1220,1220,1413393947.005760431290,1413393947.005760431290,2,1,1,0,0,0,362,2,0,0,-1,1000,252,252,0,662,0.662000000000,252,2.096921007251,3.937715362174,2.332743999911,11.666666666667,0.500000000000,0,5643,46,0.000122398444,0.049999952316,1,6.925503000000,0.078353000000,3.053195476532,0.418614387512,-3.255358457565,0.817454159260,-0.052176740021,0.072072207928,-0.569079816341
1221,1221,1413393947.055760383606,1413393947.055760383606,2,1,1,0,0,0,363,2,0,0,-1,978,279,279,0,722,0.738241308793,279,1.892073270479,3.827323218348,2.130656339551,9.953405017921,0.458333333333,0,5353,42,nan,nan,0,6.425938000000,0.084458000000,3.057634353638,0.422639369965,-3.253443717957,0.799311995506,-0.065416410565,0.083024099469,-0.591547191143
1222,1222,1413393947.105760574341,1413393947.105760574341,2,1,1,0,0,0,363,2,0,0,-1,850,559,559,0,622,0.731764705882,559,0.121390947067,2.928656899341,1.045155380144,6.427549194991,0.479166666667,1,5584,45,0.000143008525,0.050000190735,1,6.348843000000,0.084870000000,3.058293104172,0.430957317352,-3.251451492310,0.782954514027,-0.078417614102,0.093947432935,-0.609923660755
1223,1223,1413393947.155760288239,1413393947.155760288239,2,1,1,0,0,0,363,2,0,0,-1,1011,320,320,0,745,0.736894164194,320,1.666693043632,3.516514825208,1.931949483012,11.334375000000,0.458333333333,0,5694,52,0.000220170405,0.049999713898,1,7.172298000000,0.072496000000,3.057797670364,0.437633037567,-3.253732919693,0.770855665207,-0.092424452305,0.104391232133,-0.621564030647
1224,1224,1413393947.205760478973,1413393947.205760478973,2,1,1,0,0,0,364,2,0,0,-1,1060,317,317,0,826,0.779245283019,317,1.568935420624,3.384955253813,1.842330914337,9.965299684543,0.500000000000,0,5360,44,nan,nan,0,6.498324000000,0.066210000000,3.058598518372,0.439618587494,-3.263355731964,0.764226973057,-0.106836341321,0.114174820483,-0.625705480576
1225,1225,1413393947.255760431290,1413393947.255760431290,2,1,1,0,0,0,364,2,0,0,-1,1101,302,302,0,809,0.734786557675,302,1.678650965997,3.632300275465,1.955356945328,10.175496688742,0.500000000000,0,5479,49,0.000124681086,0.049999952316,1,7.840979000000,0.108336000000,3.054998636246,0.439893245697,-3.274177789688,0.760153710842,-0.121336907148,0.124014541507,-0.626150190830
1226,1226,1413393947.305760622025,1413393947.305760622025,2,1,1,0,0,0,364,2,0,0,-1,1085,760,760,0,810,0.746543778802,760,0.000341196896,2.633220410561,0.754357747967,4.996052631579,0.541666666667,1,5479,49,0.000120575307,0.050000190735,1,6.977768000000,0.120931000000,3.049884796143,0.437398910522,-3.288306951523,0.757786333561,-0.136483922601,0.133616164327,-0.623922169209
1227,1227,1413393947.355760335922,1413393947.355760335922,2,1,1,0,0,0,364,2,0,0,-1,1105,391,391,0,803,0.726696832579,391,1.462007589050,3.623108372848,1.826691365115,8.859335038363,0.520833333333,0,5497,48,0.000134219299,0.049999713898,1,7.840668000000,0.110507000000,3.043306112289,0.432190895081,-3.304861783981,0.755130708218,-0.152245596051,0.142843574286,-0.621445655823
1228,1228,1413393947.405760526657,1413393947.405760526657,2,1,1,0,0,0,365,2,0,0,-1,1197,377,377,0,858,0.716791979950,377,1.617884000175,3.446499547560,1.873945452501,9.461538461538,0.520833333333,0,5492,48,nan,nan,0,8.374885000000,0.065527000000,3.034595012665,0.416790962219,-3.325315713882,0.753447949886,-0.169862315059,0.149356797338,-0.617378056049
1229,1229,1413393947.455760478973,1413393947.455760478973,2,1,1,0,0,0,365,2,0,0,-1,1201,328,328,0,784,0.652789342215,328,1.753981648087,3.597319143419,2.015422542056,10.085365853659,0.479166666667,0,5492,48,0.000114742994,0.049999952316,1,8.495437000000,0.073301000000,3.024467229843,0.406345367432,-3.347191810608,0.753784894943,-0.192375227809,0.149275615811,-0.610341727734
1230,1230,1413393947.505760431290,1413393947.505760431290,2,1,1,0,0,0,365,2,0,0,-1,1201,313,313,0,734,0.611157368859,313,1.808123053821,3.751199732667,2.067653993184,10.402555910543,0.562500000000,0,5412,46,0.000199414964,0.049999952316,1,7.094795000000,0.056507000000,3.013609886169,0.393559455872,-3.370336294174,0.754655718803,-0.216408476233,0.147254765034,-0.601646184921
1231,1231,1413393947.555760383606,1413393947.555760383606,2,1,1,0,0,0,365,2,0,0,-1,1203,585,585,0,679,0.564422277639,585,0.000467078487,2.870698929470,0.999563627125,5.923076923077,0.687500000000,1,5454,46,0.000177031383,0.049999952316,1,7.292776000000,0.098821000000,3.002800464630,0.378388881683,-3.393112897873,0.754492342472,-0.240087822080,0.145126670599,-0.593327343464
1232,1232,1413393947.605760574341,1413393947.605760574341,2,1,1,0,0,0,365,2,0,0,-1,1203,336,336,0,473,0.393183707398,336,1.586961078382,3.744474036614,1.934166095513,8.973214285714,0.687500000000,0,6337,54,0.000162512486,0.050000190735,1,8.496498000000,0.083677000000,2.992892980576,0.361239910126,-3.414947509766,0.753930687904,-0.263829171658,0.143395751715,-0.584311962128
1233,1233,1413393947.655760288239,1413393947.655760288239,2,1,1,0,0,0,366,2,0,0,-1,1200,337,337,0,673,0.560833333333,337,1.901713410044,4.147638458436,2.182755032738,8.189910979228,0.645833333333,0,6724,59,nan,nan,0,7.461875000000,0.056089000000,2.982764244080,0.330097675323,-3.437674045563,0.754665732384,-0.287080883980,0.142235428095,-0.572567403316
1234,1234,1413393947.705760478973,1413393947.705760478973,2,1,1,0,0,0,366,2,0,0,-1,1203,577,577,0,601,0.499584372402,577,0.296047642044,3.012224584118,1.113697818131,5.464471403813,0.729166666667,1,6812,59,0.000170068946,0.050000190735,1,8.082500000000,0.094667000000,2.976770877838,0.307759284973,-3.459581136703,0.758395552635,-0.306797802448,0.144751787186,-0.556559324265
1235,1235,1413393947.755760431290,1413393947.755760431290,2,1,1,0,0,0,366,2,0,0,-1,1203,307,307,0,512,0.425602660017,307,2.168498661172,4.662702613282,2.504820425429,9.511400651466,0.687500000000,0,6794,59,0.000578249281,0.049999952316,1,9.417523000000,0.064527000000,2.974503040314,0.283220767975,-3.481123924255,0.762977898121,-0.322235554457,0.154289603233,-0.538724184036
1236,1236,1413393947.805760622025,1413393947.805760622025,2,1,1,0,0,0,367,2,0,0,-1,1202,541,541,0,565,0.470049916805,541,0.894023191378,3.242269634017,1.266403030751,6.425138632163,0.708333333333,1,6758,59,nan,nan,0,8.549553000000,0.086280000000,2.974838733673,0.252800464630,-3.504403591156,0.767299532890,-0.332553893328,0.169376105070,-0.521508574486
1237,1237,1413393947.855760335922,1413393947.855760335922,2,1,1,0,0,0,367,2,0,0,-1,1204,366,366,0,586,0.486710963455,366,1.693339061390,3.603694883013,2.062160710704,8.715846994536,0.729166666667,0,7527,66,0.000048675734,0.049999713898,1,9.452230000000,0.115237000000,2.979664087296,0.227194786072,-3.522355794907,0.769450068474,-0.339276552200,0.188982903957,-0.507073581219
1238,1238,1413393947.905760526657,1413393947.905760526657,2,1,1,0,0,0,368,2,0,0,-1,1202,375,375,0,564,0.469217970050,375,1.779520330951,4.044272224627,2.203512660127,9.058666666667,0.687500000000,0,6725,59,nan,nan,0,7.925673000000,0.092279000000,2.989942789078,0.201107501984,-3.538751125336,0.768461287022,-0.345291852951,0.208478942513,-0.496766865253
1239,1239,1413393947.955760478973,1413393947.955760478973,2,1,1,0,0,0,368,2,0,0,-1,1202,570,570,0,599,0.498336106489,570,0.949507266510,3.393617975033,1.359772511587,5.591228070175,0.791666666667,1,8420,74,0.000085141473,0.049999952316,1,8.940474000000,0.120308000000,3.000698328018,0.178439617157,-3.551480531693,0.764266788960,-0.349423110485,0.228389903903,-0.491566747427
1240,1240,1413393948.005760431290,1413393948.005760431290,2,1,1,0,0,0,368,2,0,0,-1,1205,359,359,0,597,0.495435684647,359,1.828049662507,4.023934063136,2.132390425019,7.607242339833,0.833333333333,0,7518,64,0.000081622406,0.049999952316,1,11.218576000000,0.101256000000,3.014021158218,0.158002853394,-3.562007904053,0.757336497307,-0.346764534712,0.254785507917,-0.491202831268
1241,1241,1413393948.055760383606,1413393948.055760383606,2,1,1,0,0,0,369,2,0,0,-1,1205,408,408,0,605,0.502074688797,408,1.648311868134,3.631095627601,1.955085762946,7.372549019608,0.812500000000,0,6909,61,nan,nan,0,15.563449000000,0.083129000000,3.030547618866,0.143527507782,-3.570425033569,0.749422073364,-0.343191504478,0.279485791922,-0.492416471243
1242,1242,1413393948.105760574341,1413393948.105760574341,2,1,1,0,0,0,369,2,0,0,-1,1204,362,362,0,553,0.459302325581,362,1.728568239955,3.538129910501,2.047708416595,7.491712707182,0.666666666667,0,7211,63,0.000059224218,0.050000190735,1,8.770130000000,0.129912000000,3.044000625610,0.129071712494,-3.578449249268,0.741440951824,-0.341348260641,0.300034493208,-0.493686228991
1243,1243,1413393948.155760288239,1413393948.155760288239,2,1,1,0,0,0,369,2,0,0,-1,1205,352,352,0,575,0.477178423237,352,1.772951373468,3.894540093526,2.113112846845,7.897727272727,0.687500000000,0,7852,67,0.000028381108,0.049999713898,1,9.593967000000,0.071472000000,3.055740356445,0.117553234100,-3.585008144379,0.732357144356,-0.343318074942,0.314358770847,-0.496955007315
1244,1244,1413393948.205760478973,1413393948.205760478973,2,1,1,0,0,0,369,2,0,0,-1,1203,511,511,0,519,0.431421446384,511,0.843764307753,3.329259213105,1.307067756171,5.624266144814,0.645833333333,1,7735,65,0.000046672514,0.050000190735,1,8.935487000000,0.090900000000,3.065432071686,0.108917236328,-3.590066432953,0.721827268600,-0.347297340631,0.324514269829,-0.503031313419
1245,1245,1413393948.255760431290,1413393948.255760431290,2,1,1,0,0,0,369,2,0,0,-1,1209,373,373,0,518,0.428453267163,373,1.643393271470,3.589058712707,1.951609409146,7.485254691689,0.708333333333,0,8013,69,0.000078445504,0.049999952316,1,9.221490000000,0.094249000000,3.072677850723,0.102715015411,-3.594054460526,0.710480570793,-0.352287471294,0.331840395927,-0.510874748230
1246,1246,1413393948.305760622025,1413393948.305760622025,2,1,1,0,0,0,370,2,0,0,-1,1208,385,385,0,529,0.437913907285,385,1.520595766123,3.833520231277,1.884848411014,7.049350649351,0.708333333333,0,7785,67,nan,nan,0,10.229299000000,0.071156000000,3.078862905502,0.099621772766,-3.597623825073,0.698123455048,-0.359156876802,0.335498362780,-0.520644664764
1247,1247,1413393948.355760335922,1413393948.355760335922,2,1,1,0,0,0,370,2,0,0,-1,1203,394,394,0,534,0.443890274314,394,1.518750678818,3.574302553764,1.911007943725,6.954314720812,0.708333333333,0,7827,66,0.000093995935,0.049999713898,1,8.998206000000,0.074790000000,3.080120801926,0.095684528351,-3.599699258804,0.684850633144,-0.365088224411,0.339573591948,-0.531394481659
1248,1248,1413393948.405760526657,1413393948.405760526657,2,1,1,0,0,0,370,2,0,0,-1,1203,387,387,0,525,0.436408977556,387,1.585409014421,3.683335815524,1.939083088609,6.785529715762,0.729166666667,0,7734,65,0.000099790639,0.050000190735,1,10.914774000000,0.079439000000,3.078113317490,0.091591358185,-3.601327896118,0.672214806080,-0.370022475719,0.344902038574,-0.540604591370
1249,1249,1413393948.455760478973,1413393948.455760478973,2,1,1,0,0,0,370,2,0,0,-1,1206,355,355,0,530,0.439469320066,355,1.556246529929,3.800684349997,1.900669396902,6.709859154930,0.666666666667,0,8045,68,0.000118891483,0.049999952316,1,10.836888000000,0.139322000000,3.072376728058,0.087021350861,-3.602981090546,0.662170708179,-0.375818967819,0.348596483469,-0.546599149704
1250,1250,1413393948.505760431290,1413393948.505760431290,2,1,1,0,0,0,370,2,0,0,-1,1206,340,340,0,524,0.434494195688,340,1.616540255370,4.021663727792,2.012232977456,6.902941176471,0.666666666667,0,8044,68,0.000041496209,0.049999952316,1,10.146208000000,0.100294000000,3.062939882278,0.081516742706,-3.604830026627,0.655247151852,-0.382813245058,0.351236134768,-0.548396170139
1251,1251,1413393948.555760383606,1413393948.555760383606,2,1,1,0,0,0,370,2,0,0,-1,1206,313,313,0,548,0.454394693201,313,1.770783872854,4.106171875156,2.157123463081,7.191693290735,0.625000000000,0,8190,68,0.000057376812,0.049999952316,1,9.025481000000,0.085825000000,3.049462318420,0.074827194214,-3.607218742371,0.653595924377,-0.393233984709,0.349141120911,-0.544316112995
1252,1252,1413393948.605760574341,1413393948.605760574341,2,1,1,0,0,0,370,2,0,0,-1,1209,321,321,0,532,0.440033085194,321,1.804363796848,3.936583565869,2.149355054561,7.495327102804,0.708333333333,0,8089,68,0.000052635052,0.050000190735,1,9.313731000000,0.082773000000,3.033080816269,0.066832542419,-3.611403465271,0.658015787601,-0.404769867659,0.346170306206,-0.532299518585
1253,1253,1413393948.655760288239,1413393948.655760288239,2,1,1,0,0,0,370,2,0,0,-1,1202,314,314,0,555,0.461730449251,314,1.801122651690,3.726502555837,2.099957678968,7.668789808917,0.645833333333,0,8051,67,0.000091727015,0.049999713898,1,9.183297000000,0.092173000000,3.014934301376,0.057951450348,-3.616522312164,0.666417419910,-0.418181866407,0.341642677784,-0.514093399048
1254,1254,1413393948.705760478973,1413393948.705760478973,2,1,1,0,0,0,370,2,0,0,-1,1203,536,536,0,597,0.496259351621,536,0.804273057412,2.935106181453,1.211377673288,5.171641791045,0.729166666667,1,8270,70,0.000097604177,0.050000190735,1,9.705146000000,0.091369000000,2.995040655136,0.048338413239,-3.621270895004,0.674963176250,-0.431317269802,0.337099134922,-0.494726538658
1255,1255,1413393948.755760431290,1413393948.755760431290,2,1,1,0,0,0,370,2,0,0,-1,1208,363,363,0,584,0.483443708609,363,1.558095045841,3.561741769845,1.953465133624,8.319559228650,0.750000000000,0,7770,66,0.000059536156,0.049999952316,1,11.335245000000,0.110935000000,2.973458290100,0.038770198822,-3.626038551331,0.682412624359,-0.444409549236,0.333174794912,-0.475192308426
1256,1256,1413393948.805760622025,1413393948.805760622025,2,1,1,0,0,0,371,2,0,0,-1,1205,368,368,0,600,0.497925311203,368,1.529128148493,3.483321855477,1.820924527835,8.206521739130,0.729166666667,0,7830,68,nan,nan,0,9.904442000000,0.098581000000,2.955619812012,0.030445575714,-3.627862691879,0.687878251076,-0.458027601242,0.328744024038,-0.457123190165
1257,1257,1413393948.855760335922,1413393948.855760335922,2,1,1,0,0,0,371,2,0,0,-1,1204,356,356,0,566,0.470099667774,356,1.579930179200,3.548713778637,1.889587922081,7.811797752809,0.708333333333,0,7626,63,0.000137577154,0.049999713898,1,10.961423000000,0.066374000000,2.936122894287,0.022884368896,-3.630555868149,0.690172016621,-0.472019791603,0.324307918549,-0.442362129688
1258,1258,1413393948.905760526657,1413393948.905760526657,2,1,1,0,0,0,371,2,0,0,-1,1204,355,355,0,567,0.470930232558,355,1.576822860228,3.569517683651,1.894190588965,7.864788732394,0.687500000000,0,8023,70,0.000169336490,0.050000190735,1,9.587781000000,0.097069000000,2.919872760773,0.016839504242,-3.630197286606,0.688705146313,-0.484693974257,0.322711229324,-0.431988954544
1259,1259,1413393948.955760478973,1413393948.955760478973,2,1,1,0,0,0,371,2,0,0,-1,1208,322,322,0,594,0.491721854305,322,1.615887008834,3.418309906522,1.889199084364,8.291925465839,0.625000000000,0,7428,61,0.000183425131,0.049999952316,1,8.881241000000,0.093622000000,2.905965566635,0.011791706085,-3.628495931625,0.683654129505,-0.495900392532,0.324247270823,-0.426102757454
1260,1260,1413393949.005760431290,1413393949.005760431290,2,1,1,0,0,0,371,2,0,0,-1,1205,350,350,0,604,0.501244813278,350,1.612793011400,3.618534651905,1.936473449392,7.725714285714,0.625000000000,0,7777,65,0.000207915102,0.049999952316,1,9.276624000000,0.097613000000,2.895391464233,0.007583618164,-3.625069141388,0.673449337482,-0.503643393517,0.332414984703,-0.426977455616
1261,1261,1413393949.055760383606,1413393949.055760383606,2,1,1,0,0,0,371,2,0,0,-1,1205,333,333,0,609,0.505394190871,333,1.653159774787,3.926047823453,2.044480014114,8.108108108108,0.645833333333,0,8600,75,0.000101946971,0.049999952316,1,9.791268000000,0.098540000000,2.887271881104,0.003845691681,-3.620664119720,0.662202775478,-0.507650852203,0.345701158047,-0.429265588522
1262,1262,1413393949.105760574341,1413393949.105760574341,2,1,1,0,0,0,371,2,0,0,-1,1207,331,331,0,652,0.540182270091,331,1.767104206583,3.847853344018,2.112788632265,8.151057401813,0.687500000000,0,7404,59,0.000110239707,0.050000190735,1,9.636091000000,0.087907000000,2.882499694824,0.001048564911,-3.614289999008,0.648745715618,-0.510692536831,0.360819786787,-0.433740973473
1263,1263,1413393949.155760288239,1413393949.155760288239,2,1,1,0,0,0,371,2,0,0,-1,1206,345,345,0,616,0.510779436153,345,1.706477983954,3.701403346424,2.075075945493,7.753623188406,0.666666666667,0,7414,58,0.000130641187,0.049999713898,1,9.527697000000,0.102022000000,2.878647089005,-0.001581668854,-3.606477737427,0.635100841522,-0.512203633785,0.377171248198,-0.438219487667
1264,1264,1413393949.205760478973,1413393949.205760478973,2,1,1,0,0,0,371,2,0,0,-1,1207,581,581,0,608,0.503728251864,581,0.826023368587,2.727848154461,1.189421684597,5.936316695353,0.708333333333,1,7345,60,0.000051938936,0.050000190735,1,10.102550000000,0.098424000000,2.873823165894,-0.003867149353,-3.598021984100,0.620642423630,-0.513594567776,0.392930090427,-0.443429440260
1265,1265,1413393949.255760431290,1413393949.255760431290,2,1,1,0,0,0,371,2,0,0,-1,1205,413,413,0,666,0.552697095436,413,1.587588160393,3.874437198890,1.993875967743,8.331719128329,0.645833333333,0,7974,69,0.000095029318,0.049999952316,1,11.729539000000,0.121442000000,2.868676900864,-0.005383491516,-3.589830160141,0.606743335724,-0.515544056892,0.406908959150,-0.447774559259
1266,1266,1413393949.305760622025,1413393949.305760622025,2,1,1,0,0,0,371,2,0,0,-1,1208,419,419,0,621,0.514072847682,419,1.448659401797,3.754976364171,1.886816241009,8.307875894988,0.666666666667,0,7296,61,0.000081593724,0.050000190735,1,12.526979000000,0.154571000000,2.863021850586,-0.006133556366,-3.580434322357,0.592491805553,-0.515865683556,0.422121107578,-0.452382594347
1267,1267,1413393949.355760335922,1413393949.355760335922,2,1,1,0,0,0,372,2,0,0,-1,1203,421,421,0,608,0.505403158770,421,1.340946144720,3.420262292012,1.666123028592,7.802850356295,0.666666666667,0,7112,57,nan,nan,0,9.908121000000,0.133179000000,2.849785089493,-0.011909008026,-3.573340415955,0.578682005405,-0.517236232758,0.434718281031,-0.456742674112
1268,1268,1413393949.405760526657,1413393949.405760526657,2,1,1,0,0,0,372,2,0,0,-1,1207,398,398,0,635,0.526097763049,398,1.382727991574,3.474268943928,1.746429865386,7.824120603015,0.687500000000,0,7865,66,0.000242671958,0.050000190735,1,10.912598000000,0.130973000000,2.838374853134,-0.012366771698,-3.563910484314,0.564437448978,-0.518750071526,0.446712940931,-0.461255222559
1269,1269,1413393949.455760478973,1413393949.455760478973,2,1,1,0,0,0,372,2,0,0,-1,1209,396,396,0,628,0.519437551696,396,1.482598730555,3.439296613038,1.781738793140,7.871212121212,0.687500000000,0,7767,65,0.000199209360,0.049999952316,1,9.722879000000,0.125234000000,2.823455810547,-0.012176513672,-3.554600954056,0.550649940968,-0.521943032742,0.455308645964,-0.465890824795
1270,1270,1413393949.505760431290,1413393949.505760431290,2,1,1,0,0,0,372,2,0,0,-1,1207,374,374,0,611,0.506213753107,374,1.593080647492,3.864972343430,1.994231093487,8.141711229947,0.666666666667,0,7767,67,0.000129429056,0.049999952316,1,10.190304000000,0.067589000000,2.804117202759,-0.011562824249,-3.546511650085,0.539620459080,-0.529747426510,0.456441253424,-0.468869745731
1271,1271,1413393949.555760383606,1413393949.555760383606,2,1,1,0,0,0,372,2,0,0,-1,1206,363,363,0,613,0.508291873964,363,1.532558918119,3.618145245104,1.857082032796,7.983471074380,0.687500000000,0,7767,67,0.000126025770,0.049999952316,1,9.637565000000,0.094538000000,2.780287742615,-0.010748386383,-3.540642499924,0.534451723099,-0.543593525887,0.448016643524,-0.467063724995
1272,1272,1413393949.605760574341,1413393949.605760574341,2,1,1,0,0,0,372,2,0,0,-1,1206,368,368,0,632,0.524046434494,368,1.630447417682,4.146755812326,2.008841552006,8.048913043478,0.687500000000,0,7723,62,0.000138222327,0.050000190735,1,11.511033000000,0.071871000000,2.752869129181,-0.010115623474,-3.535865783691,0.532230973244,-0.558653473854,0.436062008142,-0.463126838207
1273,1273,1413393949.655760288239,1413393949.655760288239,2,1,1,0,0,0,372,2,0,0,-1,1205,368,368,0,608,0.504564315353,368,1.562517635924,3.537222675294,1.848746173036,8.225543478261,0.708333333333,0,7014,57,0.000074743810,0.049999713898,1,10.258183000000,0.109092000000,2.722635507584,-0.010851860046,-3.531854152679,0.531602680683,-0.572735071182,0.422836214304,-0.458892881870
1274,1274,1413393949.705760478973,1413393949.705760478973,2,1,1,0,0,0,372,2,0,0,-1,1204,574,574,0,612,0.508305647841,574,0.750724814688,2.939236730695,1.143673354295,5.662020905923,0.750000000000,1,7014,57,0.000045549579,0.050000190735,1,10.450403000000,0.099450000000,2.690225124359,-0.013528347015,-3.527711391449,0.529788315296,-0.586998760700,0.408226817846,-0.456188350916
1275,1275,1413393949.755760431290,1413393949.755760431290,2,1,1,0,0,0,372,2,0,0,-1,1207,424,424,0,592,0.490472245236,424,1.485537818963,3.552736622861,1.847802278212,8.327830188679,0.750000000000,0,7344,60,0.000064108368,0.049999952316,1,11.155139000000,0.124391000000,2.656896114349,-0.018869876862,-3.522634267807,0.525690078735,-0.600820004940,0.394787043333,-0.454762130976
1276,1276,1413393949.805760622025,1413393949.805760622025,2,1,1,0,0,0,372,2,0,0,-1,1207,388,388,0,609,0.504556752278,388,1.611983988854,3.579765176330,1.884220450739,8.167525773196,0.770833333333,0,8491,74,0.000117269941,0.050000190735,1,12.603097000000,0.111210000000,2.623967170715,-0.027192592621,-3.516602039337,0.519641518593,-0.614111721516,0.382372796535,-0.454566448927
1277,1277,1413393949.855760335922,1413393949.855760335922,2,1,1,0,0,0,373,2,0,0,-1,1203,414,414,0,639,0.531172069825,414,1.565951191001,3.210882801233,1.801811888676,8.272946859903,0.708333333333,0,7149,59,nan,nan,0,9.211329000000,0.104938000000,2.595314264297,-0.037602663040,-3.510715484619,0.510619699955,-0.627609550953,0.370735019445,-0.455992609262
1278,1278,1413393949.905760526657,1413393949.905760526657,2,1,1,0,0,0,373,2,0,0,-1,1203,391,391,0,622,0.517040731505,391,1.444357964775,3.148838460094,1.734721039713,8.273657289003,0.687500000000,0,7644,64,0.000141783166,0.050000190735,1,9.768179000000,0.101044000000,2.560476303101,-0.056449413300,-3.504132986069,0.502868711948,-0.639378726482,0.360069245100,-0.456802040339
1279,1279,1413393949.955760478973,1413393949.955760478973,2,1,1,0,0,0,373,2,0,0,-1,1208,393,393,0,651,0.538907284768,393,1.576016277335,3.425438503485,1.869435733166,8.982188295165,0.645833333333,0,7857,65,0.000181437877,0.049999952316,1,10.298149000000,0.118352000000,2.526023864746,-0.081051111221,-3.496661901474,0.496302843094,-0.648843765259,0.351153910160,-0.457576453686
1280,1280,1413393950.005760431290,1413393950.005760431290,2,1,1,0,0,0,373,2,0,0,-1,1207,598,598,0,619,0.512841756421,598,0.671823991602,2.644046653080,1.087809338904,5.929765886288,0.770833333333,1,8483,74,0.000108118169,0.049999952316,1,10.128644000000,0.111763000000,2.493760585785,-0.112711191177,-3.488337039948,0.493322134018,-0.655326545238,0.346901923418,-0.454796224833
1281,1281,1413393950.055760383606,1413393950.055760383606,2,1,1,0,0,0,373,2,0,0,-1,1209,458,458,0,628,0.519437551696,458,1.501732979694,3.287772193350,1.791465534699,8.384279475983,0.791666666667,0,8686,76,0.000080184305,0.049999952316,1,10.762058000000,0.125166000000,2.463575363159,-0.151640892029,-3.480131387711,0.498660862446,-0.656073451042,0.351197451353,-0.444483280182
1282,1282,1413393950.105760574341,1413393950.105760574341,2,1,1,0,0,0,374,2,0,0,-1,1205,392,392,0,652,0.541078838174,392,1.578645619913,3.743537374169,1.973955365752,9.089285714286,0.812500000000,0,8098,71,nan,nan,0,11.223839000000,0.097497000000,2.438078403473,-0.196938276291,-3.470704078674,0.511404514313,-0.651006281376,0.363870769739,-0.426912665367
1283,1283,1413393950.155760288239,1413393950.155760288239,2,1,1,0,0,0,374,2,0,0,-1,1205,381,381,0,672,0.557676348548,381,1.670215102714,3.736714195589,1.995377977647,9.181102362205,0.812500000000,0,7948,66,0.000106917643,0.049999713898,1,10.021056000000,0.102380000000,2.408605337143,-0.247347116470,-3.463135957718,0.526254236698,-0.646500885487,0.373974353075,-0.406492561102
